Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3PRRRR11G1P10A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;aa
P3PRRRR11G1P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;pa
P3PRRRR11G4P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;ao
