Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG
P4RRRPR3G1P3A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
P4RRRPR3G2P1A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
P4RRRPR3G2P2A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
P4RRRPR3G3P3A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
P4RRRPR3G4P3A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
