Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P4RRRPR2G2P1A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;a
P4RRRPR2G3P1A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;a
P4RRRPR2G9P1A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2;a
