Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG
P3RRPRR13G1P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2
P3RRPRR13G2P2A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
P3RRPRR13G3P3A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
