Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich theta1
P4PRRRR4G1P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;a
P4PRRRR4G1P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;a
P4PRRRR4G2P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;a
P4PRRRR4G3P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;a
