Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG
P4RPRRR2G1P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2
P4RPRRR2G1P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2
P4RPRRR2G2P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;3
P4RPRRR2G3P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;3
