Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Aktuierung Bein 5;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P5RRRPR3G9P8A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;
