Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P4PRRRR12G1P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;aaa
P4PRRRR12G1P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;poa
P4PRRRR12G1P8A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;poa
P4PRRRR12G2P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;aao,aop,poa,poo,pop
P4PRRRR12G3P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;aap,aoo,poa,poo,pop
