Name;Beinkette;Gelenkgruppen
P3PRR1G1P1;S3PRR1;1-2-2
P3RPP1G1P1;S3RPP1;?
P3RPR1G1P1;S3RPR1;1-2-1
P3RRP1G1P1;S3RRP1;?
P3RRR1G1P1;S3RRR1;1-1-1
