Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich theta1
P4PRRRR7G2P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;o
P4PRRRR7G2P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;o
P4PRRRR7G2P8A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;o
P4PRRRR7G3P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;p
P4PRRRR7G3P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;p
P4PRRRR7G3P8A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;p
P4PRRRR7G9P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;o
P4PRRRR7G9P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;o
P4PRRRR7G9P8A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;o
