Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG
P3RPRRR8G1P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G1P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G2P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G2P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G3P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G3P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR8G4P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
