Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG
P4RRRPR1G1P1A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2
P4RRRPR1G1P2A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2
P4RRRPR1G2P3A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;3
P4RRRPR1G3P3A1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;3
