Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG
P3RPRRR6V1G1P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR6V1G2P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RPRRR6V1G3P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
