Name;Aktuierung Bein 1;;;;;;Aktuierung Bein 2;;;;;;Aktuierung Bein 3;;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3RPPRRR4G1P10A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G1P2A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G1P3A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G1P9A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P10A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P1A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P2A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P3A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P8A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G2P9A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P10A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P1A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P2A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P3A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P8A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G3P9A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P10A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P1A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P2A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P3A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P8A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RPPRRR4G4P9A1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
