Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich alpha2
P3RRRRR10V1G2P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;p
