Name;Aktuierung Bein 1;;;;Aktuierung Bein 2;;;;Aktuierung Bein 3;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3PRRR3V1G4P7A1;1;0;0;0;1;0;0;0;1;0;0;0;?;
