Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P3PRRRR1G1P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
P3PRRRR1G2P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
P3PRRRR1G3P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
