Name;Aktuierung Bein 1;;;;;;Aktuierung Bein 2;;;;;;Aktuierung Bein 3;;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3RRRRRR6G3P10A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P10A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G3P1A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;a
P3RRRRRR6G3P1A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P1A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G3P2A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G3P2A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P2A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G3P3A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G3P3A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P3A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G3P8A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;a
P3RRRRRR6G3P8A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P8A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G3P9A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G3P9A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G3P9A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P10A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G4P10A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P10A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P1A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;a
P3RRRRRR6G4P1A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P1A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P2A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G4P2A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P2A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P3A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G4P3A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P3A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P8A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;a
P3RRRRRR6G4P8A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P8A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
P3RRRRRR6G4P9A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;a
P3RRRRRR6G4P9A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;a
P3RRRRRR6G4P9A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;a
