Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P4PRRRR3V1G1P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;*
P4PRRRR3V1G1P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;*
