Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3RRPRR10V5G2P2A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;pa
P3RRPRR10V5G3P3A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;pa
