Beinkette;Anzahl_Beinketten;G_Methode;P_Methode;Status;Anzahl_Akt
S4PPRR3V1;3;1;1;1;0
S4PPRR3V1;3;1;2;1;0
S4PPRR3V1;3;1;3;1;0
S4PPRR3V1;3;1;7;1;0
S4PPRR3V1;3;1;8;1;0
S4PPRR3V1;3;1;9;1;0
S4PPRR3V1;3;2;1;1;0
S4PPRR3V1;3;2;2;1;0
S4PPRR3V1;3;2;3;1;0
S4PPRR3V1;3;2;7;1;0
S4PPRR3V1;3;2;8;1;0
S4PPRR3V1;3;2;9;1;0
S4PPRR3V1;3;3;1;1;0
S4PPRR3V1;3;3;2;1;0
S4PPRR3V1;3;3;3;1;0
S4PPRR3V1;3;3;7;1;0
S4PPRR3V1;3;3;8;1;0
S4PPRR3V1;3;3;9;1;0
S4PPRR3V1;3;4;1;1;0
S4PPRR3V1;3;4;2;1;0
S4PPRR3V1;3;4;3;1;0
S4PPRR3V1;3;4;7;1;0
S4PPRR3V1;3;4;8;1;0
S4PPRR3V1;3;4;9;1;0
S4PPRR3V1;3;9;1;1;0
S4PPRR3V1;3;9;2;1;0
S4PPRR3V1;3;9;3;1;0
S4PPRR3V1;3;9;7;1;0
S4PPRR3V1;3;9;8;1;0
S4PPRR3V1;3;9;9;1;0
S4PPRR3V1;3;10;9;1;0
S4PPRR4V1;3;1;1;1;0
S4PPRR4V1;3;1;2;1;0
S4PPRR4V1;3;1;3;1;0
S4PPRR4V1;3;1;7;1;0
S4PPRR4V1;3;1;8;1;0
S4PPRR4V1;3;1;9;1;0
S4PPRR4V1;3;2;1;1;0
S4PPRR4V1;3;2;2;1;0
S4PPRR4V1;3;2;3;1;0
S4PPRR4V1;3;2;7;1;0
S4PPRR4V1;3;2;8;1;0
S4PPRR4V1;3;2;9;1;0
S4PPRR4V1;3;3;1;1;0
S4PPRR4V1;3;3;2;1;0
S4PPRR4V1;3;3;3;1;0
S4PPRR4V1;3;3;7;1;0
S4PPRR4V1;3;3;8;1;0
S4PPRR4V1;3;3;9;1;0
S4PPRR4V1;3;4;1;1;0
S4PPRR4V1;3;4;2;1;0
S4PPRR4V1;3;4;3;1;0
S4PPRR4V1;3;4;7;1;0
S4PPRR4V1;3;4;8;1;0
S4PPRR4V1;3;4;9;1;0
S4PPRR4V1;3;9;1;1;0
S4PPRR4V1;3;9;2;1;0
S4PPRR4V1;3;9;3;1;0
S4PPRR4V1;3;9;7;1;0
S4PPRR4V1;3;9;8;1;0
S4PPRR4V1;3;9;9;1;0
S4PPRR4V1;3;10;9;1;0
S4PPRR5V1;3;1;1;1;0
S4PPRR5V1;3;1;2;1;0
S4PPRR5V1;3;1;3;1;0
S4PPRR5V1;3;1;7;1;0
S4PPRR5V1;3;1;8;1;0
S4PPRR5V1;3;1;9;1;0
S4PPRR5V1;3;2;1;1;0
S4PPRR5V1;3;2;2;1;0
S4PPRR5V1;3;2;3;1;0
S4PPRR5V1;3;2;7;1;0
S4PPRR5V1;3;2;8;1;0
S4PPRR5V1;3;2;9;1;0
S4PPRR5V1;3;3;1;1;0
S4PPRR5V1;3;3;2;1;0
S4PPRR5V1;3;3;3;1;0
S4PPRR5V1;3;3;7;1;0
S4PPRR5V1;3;3;8;1;0
S4PPRR5V1;3;3;9;1;0
S4PPRR5V1;3;4;1;1;0
S4PPRR5V1;3;4;2;1;0
S4PPRR5V1;3;4;3;1;0
S4PPRR5V1;3;4;7;1;0
S4PPRR5V1;3;4;8;1;0
S4PPRR5V1;3;4;9;1;0
S4PPRR5V1;3;9;1;1;0
S4PPRR5V1;3;9;2;1;0
S4PPRR5V1;3;9;3;1;0
S4PPRR5V1;3;9;7;1;0
S4PPRR5V1;3;9;8;1;0
S4PPRR5V1;3;9;9;1;0
S4PPRR5V1;3;10;9;1;0
S4PRRP3V1;3;1;1;1;0
S4PRRP3V1;3;1;2;1;0
S4PRRP3V1;3;1;3;1;0
S4PRRP3V1;3;1;7;1;0
S4PRRP3V1;3;1;8;1;0
S4PRRP3V1;3;1;9;1;0
S4PRRP3V1;3;2;1;1;0
S4PRRP3V1;3;2;2;1;0
S4PRRP3V1;3;2;3;1;0
S4PRRP3V1;3;2;7;1;0
S4PRRP3V1;3;2;8;1;0
S4PRRP3V1;3;2;9;1;0
S4PRRP3V1;3;3;1;1;0
S4PRRP3V1;3;3;2;1;0
S4PRRP3V1;3;3;3;1;0
S4PRRP3V1;3;3;7;1;0
S4PRRP3V1;3;3;8;1;0
S4PRRP3V1;3;3;9;1;0
S4PRRP3V1;3;4;1;1;0
S4PRRP3V1;3;4;2;1;0
S4PRRP3V1;3;4;3;1;0
S4PRRP3V1;3;4;7;1;0
S4PRRP3V1;3;4;8;1;0
S4PRRP3V1;3;4;9;1;0
S4PRRP3V1;3;9;1;1;0
S4PRRP3V1;3;9;2;1;0
S4PRRP3V1;3;9;3;1;0
S4PRRP3V1;3;9;7;1;0
S4PRRP3V1;3;9;8;1;0
S4PRRP3V1;3;9;9;1;0
S4PRRP3V1;3;10;9;1;0
S4PRRP4V1;3;1;1;1;0
S4PRRP4V1;3;1;2;1;0
S4PRRP4V1;3;1;3;1;0
S4PRRP4V1;3;1;7;1;0
S4PRRP4V1;3;1;8;1;0
S4PRRP4V1;3;1;9;1;0
S4PRRP4V1;3;2;1;1;0
S4PRRP4V1;3;2;2;1;0
S4PRRP4V1;3;2;3;1;0
S4PRRP4V1;3;2;7;1;0
S4PRRP4V1;3;2;8;1;0
S4PRRP4V1;3;2;9;1;0
S4PRRP4V1;3;3;1;1;0
S4PRRP4V1;3;3;2;1;0
S4PRRP4V1;3;3;3;1;0
S4PRRP4V1;3;3;7;1;0
S4PRRP4V1;3;3;8;1;0
S4PRRP4V1;3;3;9;1;0
S4PRRP4V1;3;4;1;1;0
S4PRRP4V1;3;4;2;1;0
S4PRRP4V1;3;4;3;1;0
S4PRRP4V1;3;4;7;1;0
S4PRRP4V1;3;4;8;1;0
S4PRRP4V1;3;4;9;1;0
S4PRRP4V1;3;9;1;1;0
S4PRRP4V1;3;9;2;1;0
S4PRRP4V1;3;9;3;1;0
S4PRRP4V1;3;9;7;1;0
S4PRRP4V1;3;9;8;1;0
S4PRRP4V1;3;9;9;1;0
S4PRRP4V1;3;10;9;1;0
S4PRRP5V1;3;1;1;1;0
S4PRRP5V1;3;1;2;1;0
S4PRRP5V1;3;1;3;1;0
S4PRRP5V1;3;1;7;1;0
S4PRRP5V1;3;1;8;1;0
S4PRRP5V1;3;1;9;1;0
S4PRRP5V1;3;2;1;1;0
S4PRRP5V1;3;2;2;1;0
S4PRRP5V1;3;2;3;1;0
S4PRRP5V1;3;2;7;1;0
S4PRRP5V1;3;2;8;1;0
S4PRRP5V1;3;2;9;1;0
S4PRRP5V1;3;3;1;1;0
S4PRRP5V1;3;3;2;1;0
S4PRRP5V1;3;3;3;1;0
S4PRRP5V1;3;3;7;1;0
S4PRRP5V1;3;3;8;1;0
S4PRRP5V1;3;3;9;1;0
S4PRRP5V1;3;4;1;1;0
S4PRRP5V1;3;4;2;1;0
S4PRRP5V1;3;4;3;1;0
S4PRRP5V1;3;4;7;1;0
S4PRRP5V1;3;4;8;1;0
S4PRRP5V1;3;4;9;1;0
S4PRRP5V1;3;9;1;1;0
S4PRRP5V1;3;9;2;1;0
S4PRRP5V1;3;9;3;1;0
S4PRRP5V1;3;9;7;1;0
S4PRRP5V1;3;9;8;1;0
S4PRRP5V1;3;9;9;1;0
S4PRRP5V1;3;10;9;1;0
S4PRRP6V1;3;1;1;1;0
S4PRRP6V1;3;1;2;1;0
S4PRRP6V1;3;1;3;1;0
S4PRRP6V1;3;1;7;1;0
S4PRRP6V1;3;1;8;1;0
S4PRRP6V1;3;1;9;1;0
S4PRRP6V1;3;2;1;1;0
S4PRRP6V1;3;2;2;1;0
S4PRRP6V1;3;2;3;1;0
S4PRRP6V1;3;2;7;1;0
S4PRRP6V1;3;2;8;1;0
S4PRRP6V1;3;2;9;1;0
S4PRRP6V1;3;3;1;1;0
S4PRRP6V1;3;3;2;1;0
S4PRRP6V1;3;3;3;1;0
S4PRRP6V1;3;3;7;1;0
S4PRRP6V1;3;3;8;1;0
S4PRRP6V1;3;3;9;1;0
S4PRRP6V1;3;4;1;1;0
S4PRRP6V1;3;4;2;1;0
S4PRRP6V1;3;4;3;1;0
S4PRRP6V1;3;4;7;1;0
S4PRRP6V1;3;4;8;1;0
S4PRRP6V1;3;4;9;1;0
S4PRRP6V1;3;9;1;1;0
S4PRRP6V1;3;9;2;1;0
S4PRRP6V1;3;9;3;1;0
S4PRRP6V1;3;9;7;1;0
S4PRRP6V1;3;9;8;1;0
S4PRRP6V1;3;9;9;1;0
S4PRRP6V1;3;10;9;1;0
S4PRRR3V1;3;1;1;3;0
S4PRRR3V1;3;1;2;3;0
S4PRRR3V1;3;1;3;3;0
S4PRRR3V1;3;1;7;3;0
S4PRRR3V1;3;1;8;3;0
S4PRRR3V1;3;1;9;3;0
S4PRRR3V1;3;2;1;2;0
S4PRRR3V1;3;2;2;3;0
S4PRRR3V1;3;2;3;3;0
S4PRRR3V1;3;2;7;3;0
S4PRRR3V1;3;2;8;3;0
S4PRRR3V1;3;2;9;3;0
S4PRRR3V1;3;3;1;2;0
S4PRRR3V1;3;3;2;3;0
S4PRRR3V1;3;3;3;3;0
S4PRRR3V1;3;3;7;3;0
S4PRRR3V1;3;3;8;3;0
S4PRRR3V1;3;3;9;3;0
S4PRRR3V1;3;4;1;2;0
S4PRRR3V1;3;4;2;2;0
S4PRRR3V1;3;4;3;2;0
S4PRRR3V1;3;4;7;3;0
S4PRRR3V1;3;4;8;2;0
S4PRRR3V1;3;4;9;3;0
S4PRRR3V1;3;9;1;2;0
S4PRRR3V1;3;9;2;3;0
S4PRRR3V1;3;9;3;3;0
S4PRRR3V1;3;9;7;3;0
S4PRRR3V1;3;9;8;3;0
S4PRRR4V1;3;1;1;3;0
S4PRRR4V1;3;1;2;3;0
S4PRRR4V1;3;1;3;3;0
S4PRRR4V1;3;1;7;3;0
S4PRRR4V1;3;1;8;3;0
S4PRRR4V1;3;1;9;3;0
S4PRRR4V1;3;2;1;2;0
S4PRRR4V1;3;2;2;3;0
S4PRRR4V1;3;2;3;3;0
S4PRRR4V1;3;2;7;3;0
S4PRRR4V1;3;2;8;3;0
S4PRRR4V1;3;2;9;3;0
S4PRRR4V1;3;3;1;2;0
S4PRRR4V1;3;3;2;3;0
S4PRRR4V1;3;3;3;3;0
S4PRRR4V1;3;3;7;3;0
S4PRRR4V1;3;3;8;3;0
S4PRRR4V1;3;3;9;3;0
S4PRRR4V1;3;4;1;2;0
S4PRRR4V1;3;4;2;2;0
S4PRRR4V1;3;4;3;2;0
S4PRRR4V1;3;4;7;3;0
S4PRRR4V1;3;4;8;2;0
S4PRRR4V1;3;4;9;3;0
S4PRRR4V1;3;9;1;2;0
S4PRRR4V1;3;9;2;3;0
S4PRRR4V1;3;9;3;3;0
S4PRRR4V1;3;9;7;3;0
S4PRRR4V1;3;9;8;3;0
S4PRRR5V1;3;1;1;3;0
S4PRRR5V1;3;1;2;3;0
S4PRRR5V1;3;1;3;3;0
S4PRRR5V1;3;1;7;3;0
S4PRRR5V1;3;1;8;3;0
S4PRRR5V1;3;1;9;3;0
S4PRRR5V1;3;2;1;3;0
S4PRRR5V1;3;2;2;3;0
S4PRRR5V1;3;2;3;3;0
S4PRRR5V1;3;2;7;3;0
S4PRRR5V1;3;2;8;3;0
S4PRRR5V1;3;2;9;3;0
S4PRRR5V1;3;3;1;3;0
S4PRRR5V1;3;3;2;3;0
S4PRRR5V1;3;3;3;3;0
S4PRRR5V1;3;3;7;3;0
S4PRRR5V1;3;3;8;3;0
S4PRRR5V1;3;3;9;3;0
S4PRRR5V1;3;4;1;3;0
S4PRRR5V1;3;4;2;3;0
S4PRRR5V1;3;4;3;3;0
S4PRRR5V1;3;4;7;3;0
S4PRRR5V1;3;4;8;3;0
S4PRRR5V1;3;4;9;3;0
S4PRRR5V1;3;9;1;3;0
S4PRRR5V1;3;9;2;3;0
S4PRRR5V1;3;9;3;3;0
S4PRRR5V1;3;9;7;3;0
S4PRRR5V1;3;9;8;3;0
S4PRRR5V1;3;10;9;3;0
S4PRRR6V1;3;1;1;3;0
S4PRRR6V1;3;1;2;3;0
S4PRRR6V1;3;1;3;3;0
S4PRRR6V1;3;1;7;3;0
S4PRRR6V1;3;1;8;3;0
