Beinkette;Anzahl_Beinketten;G_Methode;P_Methode;Status;Anzahl_Akt
S4PPPR1;4;1;1;1;0
S4PPPR1;4;1;2;1;0
S4PPPR1;4;1;3;1;0
S4PPPR1;4;2;1;1;0
S4PPPR1;4;2;2;1;0
S4PPPR1;4;2;3;1;0
S4PPPR1;4;3;1;1;0
S4PPPR1;4;3;2;1;0
S4PPPR1;4;3;3;1;0
S4PPPR1;4;4;1;1;0
S4PPPR1;4;4;2;1;0
S4PPPR1;4;4;3;1;0
S4PPPR2;4;1;1;1;0
S4PPPR2;4;1;2;1;0
S4PPPR2;4;1;3;1;0
S4PPPR2;4;2;1;1;0
S4PPPR2;4;2;2;1;0
S4PPPR2;4;2;3;1;0
S4PPPR2;4;3;1;1;0
S4PPPR2;4;3;2;1;0
S4PPPR2;4;3;3;1;0
S4PPPR2;4;4;1;1;0
S4PPPR2;4;4;2;1;0
S4PPPR2;4;4;3;1;0
S4PPPR3;4;1;1;1;0
S4PPPR3;4;1;2;1;0
S4PPPR3;4;1;3;1;0
S4PPPR3;4;2;1;1;0
S4PPPR3;4;2;2;1;0
S4PPPR3;4;2;3;1;0
S4PPPR3;4;3;1;1;0
S4PPPR3;4;3;2;1;0
S4PPPR3;4;3;3;1;0
S4PPPR3;4;4;1;1;0
S4PPPR3;4;4;2;1;0
S4PPPR3;4;4;3;1;0
S4PPRP1;4;1;1;1;0
S4PPRP1;4;1;2;1;0
S4PPRP1;4;1;3;1;0
S4PPRP1;4;2;1;1;0
S4PPRP1;4;2;2;1;0
S4PPRP1;4;2;3;1;0
S4PPRP1;4;3;1;1;0
S4PPRP1;4;3;2;1;0
S4PPRP1;4;3;3;1;0
S4PPRP1;4;4;1;1;0
S4PPRP1;4;4;2;1;0
S4PPRP1;4;4;3;1;0
S4PPRP2;4;1;1;1;0
S4PPRP2;4;1;2;1;0
S4PPRP2;4;1;3;1;0
S4PPRP2;4;2;1;1;0
S4PPRP2;4;2;2;1;0
S4PPRP2;4;2;3;1;0
S4PPRP2;4;3;1;1;0
S4PPRP2;4;3;2;1;0
S4PPRP2;4;3;3;1;0
S4PPRP2;4;4;1;1;0
S4PPRP2;4;4;2;1;0
S4PPRP2;4;4;3;1;0
S4PPRP3;4;1;1;1;0
S4PPRP3;4;1;2;1;0
S4PPRP3;4;1;3;1;0
S4PPRP3;4;2;1;1;0
S4PPRP3;4;2;2;1;0
S4PPRP3;4;2;3;1;0
S4PPRP3;4;3;1;1;0
S4PPRP3;4;3;2;1;0
S4PPRP3;4;3;3;1;0
S4PPRP3;4;4;1;1;0
S4PPRP3;4;4;2;1;0
S4PPRP3;4;4;3;1;0
S4PPRR1;4;1;1;1;0
S4PPRR1;4;1;2;1;0
S4PPRR1;4;1;3;1;0
S4PPRR1;4;2;1;1;0
S4PPRR1;4;2;2;1;0
S4PPRR1;4;2;3;1;0
S4PPRR1;4;3;1;1;0
S4PPRR1;4;3;2;1;0
S4PPRR1;4;3;3;1;0
S4PPRR1;4;4;1;1;0
S4PPRR1;4;4;2;1;0
S4PPRR1;4;4;3;1;0
S4PPRR2;4;1;1;1;0
S4PPRR2;4;1;2;1;0
S4PPRR2;4;1;3;1;0
S4PPRR2;4;2;1;1;0
S4PPRR2;4;2;2;1;0
S4PPRR2;4;2;3;1;0
S4PPRR2;4;3;1;1;0
S4PPRR2;4;3;2;1;0
S4PPRR2;4;3;3;1;0
S4PPRR2;4;4;1;1;0
S4PPRR2;4;4;2;1;0
S4PPRR2;4;4;3;1;0
S4PPRR3;4;1;1;1;0
S4PPRR3;4;1;2;1;0
S4PPRR3;4;1;3;1;0
S4PPRR3;4;2;1;1;0
S4PPRR3;4;2;2;1;0
