Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P4RRPRR4V1G1P2A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRPRR4V1G1P3A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRPRR4V1G1P8A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRPRR4V1G2P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRPRR4V1G3P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRPRR4V1G9P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
