Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG
P3RRRRR2G1P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3RRRRR2G1P1A2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RRRRR2G2P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3RRRRR2G2P2A2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P3RRRRR2G3P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3RRRRR2G3P3A2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
