Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P3RRPRR12G1P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;
P3RRPRR12G2P2A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;
P3RRPRR12G3P3A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;
