Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG
P3PRRRR7G1P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3PRRRR7G1P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3PRRRR7G1P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3PRRRR7G2P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3PRRRR7G2P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P3PRRRR7G3P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
P3PRRRR7G3P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
P3PRRRR7G4P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
