Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich theta1,alpha2
P3PRRRR9G10P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;pa
P3PRRRR9G1P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;pa
P3PRRRR9G1P9A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;ap
P3PRRRR9G2P2A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;pa
P3PRRRR9G3P3A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;pa
