Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P4RPRRR8V1G1P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P4RPRRR8V1G1P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P4RPRRR8V1G1P8A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2;
P4RPRRR8V1G9P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;
