Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P4RRRRR3G1P1A3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;3;
P4RRRRR3G1P1A4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;
