Name;Beinkette;EE-FG (Basis-KS);;;;;
P6RPRRRR12G7P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G7P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G7P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G7P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G8P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12V2G1P1;S6RPRRRR12V2;1;1;1;1;1;1
P6RPRRRR12V2G1P4;S6RPRRRR12V2;1;1;1;1;1;1
P6RPRRRR12V2G8P1;S6RPRRRR12V2;1;1;1;1;1;1
P6RPRRRR12V2G8P4;S6RPRRRR12V2;1;1;1;1;1;1
P6RPRRRR2G1P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G1P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G1P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G1P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G1P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G1P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G2P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G2P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G2P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G2P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G3P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G3P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G3P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G3P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G4P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G5P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G6P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G6P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G6P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G6P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G7P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G7P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G7P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G7P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P1;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P2;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P3;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P4;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P5;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR2G8P6;S6RPRRRR2;1;1;1;1;1;1
P6RPRRRR3G1P1;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G1P4;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G4P1;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G4P3;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G4P4;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G4P6;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G5P1;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G5P4;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G8P1;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G8P3;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G8P4;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR3G8P6;S6RPRRRR3;1;1;1;1;1;1
P6RPRRRR4G1P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G1P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G1P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G1P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G1P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G1P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G2P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G2P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G2P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G2P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G3P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G3P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G3P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G3P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G4P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G5P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G6P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G6P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G6P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G6P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G7P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G7P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G7P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G7P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P1;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P2;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P3;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P4;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P5;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR4G8P6;S6RPRRRR4;1;1;1;1;1;1
P6RPRRRR5G1P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G1P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G1P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G1P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G1P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G1P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G2P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G2P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G2P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G2P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G3P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G3P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G3P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G3P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G4P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G5P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G6P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G6P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G6P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G6P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G7P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G7P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G7P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G7P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P1;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P2;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P3;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P4;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P5;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR5G8P6;S6RPRRRR5;1;1;1;1;1;1
P6RPRRRR8G1P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G1P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G1P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G1P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G1P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G1P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G2P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G2P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G2P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G2P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G3P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G3P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G3P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G3P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G4P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G5P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G6P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G6P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G6P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G6P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G7P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G7P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G7P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G7P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P1;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P2;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P3;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P4;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P5;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR8G8P6;S6RPRRRR8;1;1;1;1;1;1
P6RPRRRR9G1P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G1P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G1P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G1P6;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G2P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G2P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G2P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G2P6;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G3P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G3P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G3P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G3P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G4P6;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G5P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G5P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G5P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G5P6;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G6P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G6P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G6P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G6P6;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G7P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G7P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G7P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G7P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P1;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P2;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P3;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P4;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P5;S6RPRRRR9;1;1;1;1;1;1
P6RPRRRR9G8P6;S6RPRRRR9;1;1;1;1;1;1
P6RRPRRR10G1P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G1P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G1P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G1P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G2P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G2P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G2P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G2P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G3P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G3P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G3P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G3P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G4P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G5P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G5P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G5P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G5P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G6P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G6P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G6P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G6P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G7P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G7P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G7P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G7P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P1;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P2;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P3;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P4;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P5;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR10G8P6;S6RRPRRR10;1;1;1;1;1;1
P6RRPRRR12G1P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G1P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G1P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G1P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G1P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G1P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G2P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G3P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G4P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G5P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G6P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G7P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P1;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P2;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P3;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P4;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P5;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR12G8P6;S6RRPRRR12;1;1;1;1;1;1
P6RRPRRR13G1P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G1P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G1P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G1P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G1P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G1P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G2P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G3P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G4P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G5P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G6P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G7P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P1;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P2;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P3;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P4;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P5;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR13G8P6;S6RRPRRR13;1;1;1;1;1;1
P6RRPRRR14G1P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G1P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G1P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G1P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G1P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G1P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G2P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G3P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G4P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G5P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G6P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G6P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G6P3;S6RRPRRR14;1;1;1;1;1;1
