Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich theta3
P4RRPRR2G1P2A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;a
P4RRPRR2G1P3A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;a
P4RRPRR2G1P8A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;a
P4RRPRR2G2P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;3;a
P4RRPRR2G3P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;3;a
P4RRPRR2G9P1A1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;3;a
