Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Aktuierung Bein 4;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P4RRRRR14G1P10A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;a
P4RRRRR14G1P10A2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;a
P4RRRRR14G1P10A3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRRRR14G1P10A4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;a
P4RRRRR14G4P1A1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;a
P4RRRRR14G4P1A2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;3;a
P4RRRRR14G4P1A3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;a
P4RRRRR14G4P1A4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;a
