Name;Aktuierung Bein 1;;;;;Aktuierung Bein 2;;;;;Aktuierung Bein 3;;;;;Rangverlust Plattform-FG;Wertebereich Winkel1
P3RPRRR2G1P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P3RPRRR2G1P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P3RPRRR2G2P1A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P3RPRRR2G2P2A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;
P3RPRRR2G2P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2;
P3RPRRR2G3P3A1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2;
